Senior Java Developer - Syncplicity,"


Senior Java Developer – Syncplicity
We are searching for a senior developer in our Java Syncplicity team. This team is responsible for Java/Linux based cloud micro-services and on-premises connectors that extend the capabilities of the Syncplicity SaaS offering. Working in the Syncplicity team gives you a great opportunity to learn some of the latest in Java, Linux, AWS, security and deployment technologies to advance your skills and career.
                                                





   









I have the luxury to work with young and very talented people. When they
                                                    are curious they can achieve great things. Technology is cool, but it
                                                    is those special humans who can make a difference. Come join them.
-Bojidar Ivanov, Senior Director of Engineering


Why Axway?

A competitive remuneration package and real benefits.
A future and a potential for growth in an international company.
A very friendly working environment with experienced professionals.
Get challenged with important tasks so you can show your full potential and obtain new skills.
Working time that can be flexible when needed.
Open office space with various entertainment games – PS, table tennis, foosball and more!
Regular team and company events.


What is the role?
As a senior member of this team you will be responsible for architecture, design and implementation of our Java components. Everything from robust design principles to automated testing, deployment and configuration using the latest industry technologies and keeping a crisp definition of done will be your charter.
                                                














What we expect from you?

4+ years developing Java backend applications.
2+ years as architect or technical lead.
Commercial Java 8 experience and JVM tuning.
Proven in-depth knowledge of Linux, Spring MVC and networking.
AWS EC2, s3 and related services is a plus.
Working understanding of Agile Scrum development is a plus.
Strong problem solving and debugging skills.
Proficient verbal and written English communication.

























                                function checkConsent () {

                                    var err_job = false;
                                    var err_privacy = false;

                                    $ ('input[name^=""consent""]').each (function () {
                                        if (!$ ('input[name=""'+ this.name + '""]').is (':checked')) {
                                            err_job = true;
                                            return false;
                                        }
                                    });

                                    if ($ ('input[name=""company_privacy_consent""]').length && !$ ('input[name=""company_privacy_consent""]').is (':checked')) {
                                        err_privacy = true;
                                    }

                                    if (err_job || err_privacy) {

                                        if (err_job) {
                                            $ ('#consent_error_job').show ();
                                        }
                                        else {
                                            $ ('#consent_error_job').hide ();
                                        }

                                        if (err_privacy) {
                                            $ ('#consent_error_privacy').show ();
                                        }
                                        else {
                                            $ ('#consent_error_privacy').hide ();
                                        }

                                        $ ('#consent_err').show();
                                        return false;
                                    }
                                    else {
                                        $ ('#consent_err').hide();
                                        document.frmConsent.submit();
                                    }
                                }
                            

 Запознат съм с            
            
                Политика за защита на лични данни  на Аксуей България ЕООД
            
        




За да продължите, е необходимо да потвърдите, че сте се запознали с Политиката за защита на лични данни на работодателя.


"
Java Software Engineer,"Let us
                                                                                                        introduce
                                                                                                        ourselves
                                                                                                        first:



Our Company
Fadata is a leading provider of software solutions for insurance companies  worldwide.
Fadata is headquartered in London and has offices throughout Europe, including a development and operations centre in Sofia.
The company also has an extensive international distribution and partner network that includes EY, Charles Taylor InsureTech, EVRY, Sollers, Tieto,
                                                                                                Infosys and Oracle.
In 2017, Fadata acquired IMPEO, the Munich-based digital insurance software firm, broadening its insurance front-office capabilities.
                                                                                        Fadata’s shareholders include The Riverside Company, a global private equity firm, and Charles Taylor plc., the London-based global provider of insurance
                                                                                        services.


Our Product
INSIS, our insurance process management platform, helps insurers stay competitive by connecting faster and more effectively with their customers.
Recognized as an advanced solution by analysts at Gartner and Celent, INSIS is used by insurers in over 30 countries across Europe, the Middle East, Africa and Latin America.




Java Software Engineer
Fadata is looking to hire for its team in Sofia a Java Software Engineer with the following profile:
                      

Responsibilities:

Design, develop and test software.
Analyze product requirements, develop technical specifications.
Manage own project priorities, deadlines and deliverables.

Requirements:

BS degree in Computer Science, similar technical field or equivalent practical experience.
Good understanding of Object-Oriented Programming and Object Oriented Design principles, data structures and algorithms.
Experience with Java programming language. 
Excellent analytical and problem-solving skills.
Working proficiency and communication skills in verbal and written English.

Considered a plus:

Good understanding of the software development methodologies.
Experience in software development for insurance industry.
Experience with Oracle DB and Oracle ADF.

We offer:

An exciting working environment.
Competitive remuneration and social incentives package.
Development opportunities that match an individual’s aspirations and motivation.


If you are interested in this role, we will be glad to hear from you.
Only short-listed candidates will be contacted.
All applications will be assessed and treated in strict confidence.












"
Senior Java Developer with Oracle Experience,"Senior Java Developer with Oracle Experience
We are looking to hire a Senior Java Developer who will work in a team of uniquely intelligent technologists to implement and extend groundbreaking web applications that make the world a better place!
                
You will participate in the creation of enterprise-class applications using proven design patterns. This position requires a strong hands-on developer that will fully participate in the software development process – design, development, unit testing, and technical documentation. You will use the Scrum development methodology to create 21st-century software solutions that set standards.
                
As a fast-growing company, MentorMate provides challenging careers in a friendly, team-oriented environment. We value our employees and share our success through competitive pay, recognition, advancement opportunities and a great working environment. MentorMate has been recognized as The Top ICT Employer in Bulgaria in the category ‘Software Development’ for 2016.
                
Job Description

Develop and maintain web business solutions based on Java Enterprise technologies
Provide fixes and root cause analysis for escalated support issues
Manage system build and deployment process
Integrate with existing 3rd party systems
Communicate frequently with clients and subject matter experts

Requirements

More than 4 years of experience in developing Java web applications
Strong knowledge in JavaEE, EJB 3.x, JPA 2.x, Spring Framework, JSF
Strong knowledge with SQL, Oracle
Experience with Hibernatе
Red Hat 5 and 7 (or similar) experience
Oracle Forms experience
Excellent analytical skills and obsessive attention to detail
Excellent communication skills
Excellent spoken and written English

An advantage would be

System Architecture experience
C++ and Pro*C experience
MS SQL experience
Knowledge or experience in hardening and JITC certification
Knowledge of SCRUM or other Agile methodologies
BS/MS Degree in Computer Science or equivalent












"
Senior Software Engineer with Java and Spring,"
Senior Software Engineer with Java and Spring
VMware (NYSE: VMW) is the global leader in virtualization solutions from the desktop to the datacenter. Customers of all sizes rely on VMware to reduce capital and operating expenses, ensure business continuity, strengthen security and go green. VMware is one of the fastest-growing public software companies. VMware’s award-winning technology, market-leading position and culture of excellence provide the more than 20000+ passionate people we employ in 120+ locations worldwide with a platform for professional growth and the excitement of being an early-stage innovator.
                                                
Job Role and Responsibility 
Our organization develops and supports key modules and systems of VMware cloud services. We are transforming our software delivery practices to bring in greater agility utilizing modern devops practices. Our teams span on three continents and we use the latest technologies to deliver new digital experiences for customers, partners and employees. We value innovation and empower our employees to do their best work and grow their careers at VMware.
                                                
About You

You love to learn and to dig into new technologies, and can pick them up quickly
You have strong technical programming skills and can easily switch between programming languages and frameworks
You enjoy working with some of the best engineers, architects and learning from them
You normally set high standards for yourself and strive to excel and to innovate
You are committed to writing high quality code

Required Skills

BA/BS in Computer Science or related field, or equivalent experience
4+ years of solid software development experience
Deep knowledge and experience with Java
Deep knowledge and experience with Spring framework and Spring Boot
Knowledge and experience with testing (jUnit or other)
Knowledge and experience with build tools (Maven / Gradle / Ant or other)
Knowledge and experience with continuous integration (Jenkins / Hudson or other)
Interest in designing and analyzing large-scale distributed systems
Systematic problem-solving approach
Strong communication skills and a sense of ownership
Fluency in English

Preferred Skills

Knowledge and experience with microservices development and monitoring
Knowledge of cloud services frameworks like (Spring Cloud / Vert.x or other)
Knowledge and experience with messaging platforms (RabbitMQ / Kafka or other)
Knowledge and experience with NoSQL databases (MongoDB / Redis or other)
Knowledge of containerization (Docker / Kubernetes) 

We are an equal opportunity employer and value diversity at our company. We do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status
                                                                        

VMware offers:

Attractive compensation package - competitive salary, flexible bonus scheme,
company sponsored mobile phone plan and additional long term incentives
                                                                                        
Individual career path - management and technical career growth,
enhanced by learning and development program, regular performance
assessment, teams of world-wide IT professionals
                                                                                        
Healthy work environment  - company sponsored medical
program, food and beverage program, sport activities,
open communication
                                                                                        
Work-life balance  - 25 days paid vacation, regular
team buildings and celebrations
                                                                                        
40 paid hours for volunteering   - a unique
platform for our people to generously
give back through 40 hours of paid
service learning (volunteering)
                                                                                        
As part of the VMware global standards for integrity you will be required to go through a pre-employment screening process before you join
All job applications will be 
treated with strict 
confidentiality 











"
Java Software Developer Aviation,"











Java Software Developer Aviation



							 	.htmlTemplate span {
									font-weight: inherit;
								}
						 

At HRS, we believe the right job can transform a person's life and the right person can transform a business. We're passionate about connecting our candidates with the right job for them.The extensive experience in the human resources industry under our belt has given us valuable insights and extensive knowledge of the corporate cultures and thus enabled us to locate the best candidates for our clients.For our client - an international aviation software company, we are looking for an experienced professional to join our our client growing team as a Java Software Developer.IN THIS ROLE, YOU WILL:Provide technical expertise for continuous development and continuous integration.
Be part of transforming our client`s IT organization through the delivery of technology products that will directly impact the company's growth.
Translate complex functional and technical requirements into detailed design.
Join a high-performing team and distinguished talent pipeline
Deliver contemporary digital solutions and contribute directly to business success
YOU MUST HAVE: • Bachelor's Degree in Computer Science WE VALUE:Some experience in cloud solution development
Experience in Java/J2EE
Hands on experience with OOAD and Design Patterns
Some experience in Enterprise application Integration and ESB
Very good knowledge on SOA, REST and Message oriented middleware
Master data management experience
Effectively demonstrates ability to deliver on complex situations or problems without guidance or supervision
Consistently makes timely decisions even in the face of complexity, balancing systematic analysis with decisiveness
BENEFITS: Competitive salary package
 Career growth related to individual interests
 Huge library of in-house trainings
 Possibility to attend conferences and trainings according to your own choice 
 Opportunity to obtain a private pilot license (PPL)
 Modern non-open space office, providing quiet and creative atmosphere
 Regular team events and parties
 Additional benefits, such as top-of-the-line hardware, additional health insurance, etc.
Only short-listed candidates will be contacted.HRS Staffing Bulgaria has License № 79/21.07.2014 for providing human resources services, valid until 21.07.2019.						 










                                function checkConsent () {

                                    var err_job = false;
                                    var err_privacy = false;

                                    $ ('input[name^=""consent""]').each (function () {
                                        if (!$ ('input[name=""'+ this.name + '""]').is (':checked')) {
                                            err_job = true;
                                            return false;
                                        }
                                    });

                                    if ($ ('input[name=""company_privacy_consent""]').length && !$ ('input[name=""company_privacy_consent""]').is (':checked')) {
                                        err_privacy = true;
                                    }

                                    if (err_job || err_privacy) {

                                        if (err_job) {
                                            $ ('#consent_error_job').show ();
                                        }
                                        else {
                                            $ ('#consent_error_job').hide ();
                                        }

                                        if (err_privacy) {
                                            $ ('#consent_error_privacy').show ();
                                        }
                                        else {
                                            $ ('#consent_error_privacy').hide ();
                                        }

                                        $ ('#consent_err').show();
                                        return false;
                                    }
                                    else {
                                        $ ('#consent_err').hide();
                                        document.frmConsent.submit();
                                    }
                                }
                            


                                            От „Ейч Ар Ес България“ ЕООД събираме следните данни за Вас, като: имена, адрес, телефон, пол, години, професионален опит, образованиe, квалификации и друга доброволно предоставена от Вас информация в автобиографията Ви, въз основа на предоставеното съгласие, с цел подбор и оценка на кандидатурата Ви за позицията, за която кандидатствате.

Съгласен съм  
                                                Не съм съгласен                                            






Моля, срещу всеки от въпросите за съгласие, отбележете Вашия избор.


"
Full-Stack Developer PHP/RoR/Python/Java,"





.ment_style * {
  margin: 0;
  padding: 0;
  box-sizing: border-box;
  font-family: Arial;
  color: #455963;
  line-height: 1.4;
}
.ment_wrapper {
  width: 724px;
  margin: 0 auto 75px;
}
.ment_style h1 {
  color: #03a8f5;
  font-size: 2.500em;
  margin-top: 47px;
}
.ment_style h2 {
  color: #03a8f5;
  font-size: 1.250em;
  margin-top: 37px;
}
.ment_style ul,
.ment_style p {
  margin-top: 20px;
}
.ment_style ul {
  margin-left: 27px;
}
.ment_style p,
.ment_style li {
  font-size: 1.000em;
}
.ment_style li {
  position: relative;
  list-style: none;
  margin-top: 15px;
  padding-left: 17px;
}
.ment_style li:before {
  content: '';
  width: 5px;
  height: 5px;
  position: absolute;
  top: 9px;
  left: 0;
  background: #03a8f5;
}
.ment_style li:first-child {
  margin-top: 0;
}







Full-Stack Developer PHP/RoR/Python/Java
We are looking to hire a Developer with PHP/RoR/Python/Java who will work in a team of uniquely intelligent technologists to implement and extend groundbreaking web applications that make the world a better place! 
                
You will participate in the creation of enterprise-class applications using proven design patterns on the latest technology platforms. This position requires a strong hands-on developer that will fully participate in the software development process – design, development, unit testing and technical documentation. You will use the Scrum development methodology to create 21st-century software solutions that set standards.
                
As a fast-growing company, MentorMate provides challenging careers in a friendly, team-oriented environment. We value our employees and share our success through competitive pay, recognition, advancement opportunities and a great working environment. MentorMate has been recognized as The Top ICT Employer in Bulgaria in the category ‘Software Development’ for 2016.
                
If you are good in at least one of the below technologies, you are more than welcome to apply!
                
PHP 7, Python, RoR, Java
                
Job Description

Participate in the architecture, design and development phase of software production
Participate successfully in an established daily Scrum process
Manage personal work tasks for optimized software delivery
Deliver high-quality software with extensive Unit Testing
Communicate with foreign team members and clients
Be responsible for developing and testing critical components of the system
Collaborate closely with the team in designing software and hardware


Required skills

3+ years of experience and excellent knowledge on at least one main programming languages: PHP, • Python, RoR, Java
Experience with AWS or Apache & NginX
Experience with Relational and Nonrelational Databases
Experience with an ORM framework
Proficiency in interaction with a wide variety of APIs
Integrate with server-side RESTful APIs (JSON/XML)
Excellent spoken and written English
Understanding customer and business needs
Ability to meet tight deadlines and give accurate time estimates
A desire to constantly improve as a professional and stay on top of the cutting edge technologies

A significant advantage would be

Experience with JavaEE, EJB 3.x, JPA 2.x
Experience with Hibernate, EclipseLink
Experience with HTML5, CSS3 and JavaScript (any Front-еnd framework)
Experience in other cloud services: Azure, Google Could
Knowledge of user interface and user experience
Data Transformation and Analysis skills












"
Senior Java Software Engineer,"











Senior Java Software Engineer

                                                 

Our offeringOpportunity to work with most technically gifted people in our industry;
Personal development package (dedicated working hours and a matching financial budget);
Clear career path and defined personal goals with achievement-based career prospects;
Permanent contract with competitive salary and attractive benefits;
Flexible working hours and great work-life balance;
Projects based in Sofia with opportunities for occasional travelling.
Your skills
You should have a technical related degree and/or equivalent professional qualification and sufficient practical experience, communicative and open-minded personality and be fluent in English (both written and oral).
As for technical experience, we require knowledge in the following areas:
Strong Java technical skills;
Experience with databases and cloud platforms;
Software modeling with a solid understanding of OOP concepts, software design patterns and the ability to express concepts in UML;
Working in an agile team, with a good understanding of the concepts, practical experience a plus;
Design and development of web applications using HTML5, CSS3 and JavaScript frameworks (Angular or React is a plus) is an advantage.
ResponsibilitiesGuide our customers towards a successful technical solution of their challenges;
Show analytical, yet innovative mindset and the desire to challenge conventional thinking; 
Collaborate closely with colleagues in creating modern web, mobile or server and cloud applications;
Show structured and methodical approach for solving complex problems;
Apply Scrum and agile practices in your daily work;
Create quality solutions through application of good coding and automated testing practices;
Share know-how in formal and informal settings (e.g. training courses, coaching, mentoring).
 






"
Senior Java Developer,"





Accenture is answering real business challenges for our clients through innovation and deep industry knowledge. Join Accenture and work at the intersection of business and technology to help clients improve their performance and create sustainable value for their stakeholders.
                                                                                                
strategy | consulting | digital | technology | operations




 WE ARE HIRING: 
SENIOR JAVA DEVELOPERS

WHAT WILL YOUR ROLE BE:
Accenture works with a wide variety of technologies. The successful candidate will be trained in any technology they are expected to deliver. This will include a mix of formal and internal on the job training.
                                                                

Your daily responsibilities will include:

Be involved in the design of the solution
Take ownership of the successful implement of parts of the solution
Interact with the end client as required to ensure the solution is implemented as well as possible
Solve complex problems
Deliver code to time and quality expectations
Fully unit test developed solutions
Setup and maintain test environments
Setup and maintain source control environments ensuring code integrity for all project developers

WHAT IS REQUIRED: 
Essential:

 Java including up to date frameworks
Experience working with code versioning and control systems (like SVN and GIT)
Application Servers, e.g. Tomcat and WebSphere
SQL (Oracle, DB2 or SQL Server)
XML
Tools, e.g. Junit
Methodologies 


Desirable:

Experience with eCommerce systems (Demandware, Hybris and Intershop) is an advantage
Experience with product information management systems (Informatica, Stibo) is an advantage
Retail Applications
Build Frameworks 


Skills & Attributes we look for:

Strong active listening, multitasking, interpersonal and organizational skills
Positive, professional, empathetic and customer-focused manner
Logical problem solving skills and identify solutions based on written procedures, guidelines and process tools
Must be self-motivated, disciplined, and takes responsibility for their own work
Hands on experience of Incident and Problem Management in a multi supplier environment
Detail-oriented
Results-oriented, service-focused, and an excellent ability to work with cross-functional teams
Passion towards improving client experience
Deployment of applications to live
Fluent spoken English with the ability to interact with the UK team or a client as if they were a native English speaker
Reasonable written English such that the meaning is clear
Creative problem solving with the ability to assist team members in solving their own problems 


Desirable:

Experience of leading a team of developers and demonstrable experience of motivating them
Execution of the full lifecycle of development
Interaction with clients to understand requirements and resolve issues 

WHERE WILL YOU BE LOCATED: 
Our Sofia office is located on 63 Kazbek str.
WHAT WE OFFER: 
We really value our employees and therefore we offer a substantial remuneration package for all roles, which includes:
                                                                                                 

Highly competitive salary and discretionary annual bonus
Opportunities for career progression
Open communication with the management team
Comprehensive and flexible benefits package. You choose your own social benefits
Additional paid annual holiday
Option to join the company share scheme
Ongoing training in new/existing technologies
A brand new and modern office
Regular team socials 

ACCENTURE @ A GLANCE
Accenture is a leading global professional services company, providing a broad range of services and solutions in strategy, consulting, digital, technology and operations. Combining unmatched experience and specialized skills across more than 40 industries and all business functions – underpinned by the world’s largest delivery network – Accenture works at the intersection of business and technology to help clients improve their performance and create sustainable value for their stakeholders. With more than 425,000 people serving clients in more than 120 countries, Accenture drives innovation to improve the way the world works and lives.
                                                                        

WHAT SETS US APART BY THE NUMBERS GLOBALLY 







WE SERVE CLIENTS IN MORE THAN

120
countries



WE WORK ACROSS MORE THAN

40
industries



OF OUR TOP 100 CLIENTS

98
have worked with us for at least 10 years



WE HAVE MADE

15
consecutive appearances in Fortune’s “World’s Most Admired Companies” list



WE HAVE

5K
patents and patent pending applications in 44 countries














"
Junior Java Developers,"

Accenture is answering real business challenges for our clients through innovation and deep industry knowledge. Join Accenture and work at the intersection of business and technology to help clients improve their performance and create sustainable value for their stakeholders.

                            
strategy | consulting | digital | technology | operations




 WE ARE HIRING: 
JUNIOR JAVA DEVELOPERS 

We are currently recruiting for a Junior Developer to join our Technology team and to:


 Learn and apply new e-Commerce technologies
  Develop multi-channel retail applications for our Clients
  Work with the latest tools and continually learn and develop your skill set
  Learn and apply software development methodologies and company processes.

WHAT WILL YOUR ROLE BE

 Participate in trainings to improve your knowledge and experience in the fields of software development and e-Commerce
  Work on resolving problems and issues together with our development team on live projects delivered by the company
  Participate in the implementation of the various company projects working closely with more senior and helpful colleagues
  Participate in meetings and discussions daily. Practice and improve your communication skills including your command of English
  Take part in the software development lifecycle: construction, peer reviews, documentation, testing, and deployment.
 Be proactive in executing your daily tasks and assignments

WHAT IS REQUIRED: 
Knowledge (and possibly experience) in:

Java

                             Object Oriented programming and design
 Algorithms and data structures
 Understanding in HTML, CSS, XML
 IDE Eclipse/IntelliJ
 Version control systems (SVN, GIT)


Beneficial:

Any popular technologies and web frameworks, i.e. Spring
Client-side technologies: JavaScript, Ajax, jQuery, AngularJS, React, etc.
Any popular RDBMS like MySQL, Oracle, MS SQL
Any popular application servers Tomcat, Jetty, etc.
Any build tool Gradle, ANT, Maven, Gradle
 Continuous integration (i.e. Jenkins)
 Linux or Unix experience 

Skills & Attributers we look for:

Care about the success of our Clients, Colleagues, and Company.
 Strive for excellence and feel accountable for the work you do.
 Be confident, proactive and self-motivated.
 Have very good analytical thinking.
 Have strong communications skills and good English.
 Be a team player

Education & Qualifications:

Computer Science or related technical degree.
 Any related certificate or training will be a plus

WHERE WILL YOU BE LOCATED: 
Our Sofia office is located on 63 Kazbek str.
WHAT WE OFFER: 
We really value our employees and therefore we offer a substantial remuneration package for all roles, which includes:

                        

Highly competitive salary and discretionary annual bonus
Opportunities for career progression
Open communication with the management team
Comprehensive and flexible benefits package. You choose your own social benefits
 Additional paid annual holiday
 Option to join the company share scheme
 Ongoing training in new/existing technologies
 A brand new and modern office
 Regular team socials 

WHY JOIN ACCENTURE
Accenture is a leading global professional services company, providing a broad range of services and solutions in strategy, consulting, digital, technology and operations. Combining unmatched experience and specialized skills across more than 40 industries and all business functions – underpinned by the world’s largest delivery network – Accenture works at the intersection of business and technology to help clients improve their performance and create sustainable value for their stakeholders. With more than 425,000 people serving clients in more than 120 countries, Accenture drives innovation to improve the way the world works and lives.

                        

WHAT SETS US APART BY THE NUMBERS GLOBALLY 







WE SERVE CLIENTS IN MORE THAN

120
countries



WE WORK ACROSS MORE THAN

40
industries



OF OUR TOP 100 CLIENTS

98
have worked with us for at least 10 years



WE HAVE MADE

15
consecutive appearances in Fortune’s “World’s Most Admired Companies” list



WE HAVE

5K
patents and patent pending applications in 44 countries









 



"
Java Backend Software Developer,"



Proxiad




Java Backend Software Developer
Our Company:
Proxiad Bulgaria is an IT Services company created in 2004, with offices in Sofia and Plovdiv, employing 200+ software specialists developing complex web-based business solutions for leading companies from all over the world. Some of our clients are Ariba SAP, Bousorama, Mailjet, and other hi-tech companies in the financial and banking sector, as well as providers of B2B software solutions.
            
With more than 800 IT professionals, offices in in 9 cities in France and Bulgaria, and more than 20 years of successful business experience, Proxiad expanded its size the past year and continues to grow at a rapid pace.
            
To support this growth, we are expanding our teams. This is an opportunity to join a world class software company and a great team that passionately believes in what it does. We offer a collaborative work environment full of smart, positive and passionate professionals to empower you to do your best on the job.
            
For over 20 years in IT engineering and software development consulting, Proxiad has been helping
businesses in Western Europe and The States achieve their goals. We understand what makes our global partners so special, and we are dedicated to fostering the growth and innovation that keeps their projects distinguishable.
            
Developing the most innovative technologies and processes in the entire software life cycle from Modern Project Management and Analysis to Continuous Delivery Transformation, Digital Experience Design and Big Data, Proxiad inspires technology companies drive and achieve great success.
            









Your role:

Analysis of the existing code and design of solution for the new UI and Services.
Delivery of prototypes.
Development, test, including unit testing, and implementation of the solutions in the existing architecture.
Documentation of the software has to be performed in confluence.
Agile delivery processes.
Take part in System and Database administration.

Requirements:

Relevant university degree within IT.
2+ years of experience in Java EE programming.
Experience with Maven, Hibernate, WebServices.
Experience in relational databases.
Linux/Unix experience.
Experience with Spring would be an asset.
Excellent skills in object-oriented analysis and design.
Innovative and solution-oriented mind-set.
Organized, independent and team-oriented working approach.
Fluency in English.

We offer you:

Sustainable company with long-term commitments.
Exciting, vibrant and intellectually challenging workplace.
Great opportunities for professional growth.
Fast-paced and constantly changing environment.
Continued learning and wide range of training and certification programs, online courses and international conferences.
Broad projects variety and possible mobility between projects over the time.
Exposure to international companies and teams.
An attractive remuneration package.
Health insurance plan as long as other social benefits.
Referral program – we value talent and we believe it’s fun to betogether, bring your friends!
Sport halls, sports enthusiasm – in-house challenges, company sponsored football team, organized tennis games, poker tournament, even yoga at the office.
Chill zone.
Corporate parties – we like to celebrate the little things.
Team-buildings that rock!
200+ new friends.

To apply, please send your CV in English and specify the reference JDNI-201901 in the subject line.
    
All applications will be treated with strict confidentiality.
Only short-listed applicants will be contacted.
    











"
